product_id,name,category,subcategory,gender,price,colors,styles,fit,occasions,image_url,brand,delivery_days
P039,Urban Dog Men Grey Printed Regular Fit Sports Shorts,bottom,shorts,Men,399,['grey'],['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/814336d8-4dc7-42c3-95e1-fbf92812bfb01560419812338-1.jpg,Urban Dog,7
P040,ID Men Brown Leather Loafers,footwear,loafers,Men,1218,['brown'],['casual'],,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/1de37c8b-d6aa-4154-8ccb-6d037a65b4a31560381867331-1.jpg,ID,6
P041,SPYKAR Women Blue Adora Skinny Fit Mid-Rise Mildly Distressed Stretchable Cropped Jeans,bottom,jeans,Women,1214,['blue'],['casual'],slim,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10009773/2019/7/3/e0a1e3b6-da70-4e38-9531-83859cd784231562153809903-SPYKAR-Women-Blue-Skinny-Fit-Mid-Rise-Mildly-Distressed-Stre-1.jpg,SPYKAR,3
P042,SPYKAR Women Blue Adora Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,bottom,jeans,Women,899,['blue'],['minimalist'],slim,"['casual', 'office']",http://assets.myntassets.com/assets/images/10009643/2019/7/3/885a2bc6-7b93-41f6-8fe5-e4231934e4d61562153707251-SPYKAR-Women-Blue-Skinny-Fit-Mid-Rise-Clean-Look-Stretchable-1.jpg,SPYKAR,3
P043,Raymond Men Blue Regular Fit Self Design Formal Shirt,top,shirt,Men,1154,['blue'],['formal'],regular,"['business', 'interview', 'office']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/fdd69f86-f328-487d-a78f-d44f9352a9791560416922294-1.jpg,Raymond,5
P044,BuckleUp Women Multicoloured Printed Belt,accessory,belt,Women,449,['multicolor'],['casual'],,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/d5c188a8-b45a-47d8-8531-f61d9eb1aef31560446674716-1.jpg,BuckleUp,7
P045,Gini and Jony Girls Blue Solid Jacket,outerwear,jacket,Girls,1189,['blue'],['minimalist'],regular,"['casual', 'office']",http://assets.myntassets.com/assets/images/10003179/2019/8/1/2ca1891d-8b93-4f0f-8c65-161abae30ab41564654296449-Gini-and-Jony-Girls-Jackets-5931564654295511-1.jpg,Gini and Jony,6
P046,Campus Sutra Men Black Solid Round Neck Faux Leather T-shirt,top,t-shirt,Men,699,['black'],['minimalist'],regular,"['casual', 'office']",http://assets.myntassets.com/assets/images/10017017/2019/6/20/f33f4b7b-db14-4453-94ef-d85c0ed667ae1561026784580-Campus-Sutra-Men-Black-Solid-Round-Neck-T-shirt-409156102678-1.jpg,Campus Sutra,4
P047,Gini and Jony Girls Peach-Coloured Floral Embroidered Fit & Flare Dress,dress,dress,Girls,1484,['peach'],['partywear'],regular,"['date', 'farewell', 'party']",http://assets.myntassets.com/assets/images/10003341/2019/7/18/ad35904f-e28e-48c5-bb02-bd4f9b4fe9091563445453353-Gini-and-Jony-Girls-Peach-Coloured-Net-Embroidered-Fit--Flar-1.jpg,Gini and Jony,3
P048,her by invictus Women Red Cushioned Loafers,footwear,loafers,Women,1299,['red'],['casual'],,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10007835/2019/9/17/a274ff1a-52dd-4d3d-b1e9-85cfca5bc0941568697615916-her-by-invictus-Women-Red-Cushioned-Loafers-9641568697615630-1.jpg,her by invictus,7
P049,her by invictus Women Tan Brown Cushioned Slip-on Shoes,footwear,slip-on,Women,949,['brown'],['casual'],,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10007811/2019/9/4/d4d8f284-a27d-4850-b7f6-84742cdabb101567575664634-her-by-invictus-Women-Tan-Slip-On-Sneakers-7661567575663273-1.jpg,her by invictus,7
P050,DKNY Unisex Black Medium Trolley Bag,bag,bag,Unisex,13320,['black'],['minimalist'],,"['casual', 'office']",http://assets.myntassets.com/assets/images/10017427/2020/3/6/b0ccf57a-d21a-4909-ad9a-ae1f7247f1a51583495717788DKNYUnisexBlackMediumTrolleyBag1.jpg,DKNY,2
P051,Parx Men Yellow & Off-White Slim Fit Checked Casual Shirt,top,shirt,Men,647,"['white', 'yellow']",['casual'],slim,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/8d65ab36-2110-495f-a3f2-d7a4c0e3be221560406678397-1.jpg,Parx,7
P052,Parx Men Blue & Off-White Slim Fit Printed Casual Shirt,top,shirt,Men,779,"['blue', 'white']",['casual'],slim,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/12/80b9a536-6742-4d88-8c52-6d5291dc60b11560327993915-1.jpg,Parx,3
P053,Park Avenue Women Blue Skinny Fit Mid-Rise Clean Look Jeans,bottom,jeans,Women,569,['blue'],['minimalist'],slim,"['casual', 'office']",http://assets.myntassets.com/assets/images/productimage/2019/6/12/f42cc3c7-3b67-4e49-8c8f-2c78828f04ca1560315793075-1.jpg,Park Avenue,6
P054,Roadster Women Black Textured Open Toe Flats,footwear,flats,Women,1699,['black'],['casual'],,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10007683/2020/1/9/216e1644-aa1a-4f9c-8261-939b6dce808f1578573723224-Roadster-Women-Black-Textured-Open-Toe-Flats-310157857372117-1.jpg,Roadster,5
P055,her by invictus Women Black Textured Cushioned Flats,footwear,flats,Women,944,['black'],['casual'],,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10007801/2019/12/6/0213c80e-0cfa-44aa-ba18-bff5b647a96f1575626075153-her-by-invictus-Women-Black-Textured-Cushioned-Flats-3981575-1.jpg,her by invictus,7
P056,U.S. Polo Assn. Denim Co. Men Navy Blue Solid Bomber Jacket,outerwear,bomber-jacket,Men,3499,"['blue', 'navy']",['minimalist'],regular,"['casual', 'office']",http://assets.myntassets.com/assets/images/10002181/2019/10/3/fcce0ccb-8f57-4bac-9e73-0b8f855c427c1570081641968-US-Polo-Assn-Denim-Co-Men-Navy-Blue-Solid-Bomber-Jacket-8951-1.jpg,U.S. Polo Assn. Denim Co.,4
P057,Gini and Jony Girls Navy Blue Washed Denim Jacket,outerwear,denim-jacket,Girls,1329,"['blue', 'navy']",['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10003387/2019/6/17/a9b1138a-569e-4572-a4ad-ad0b98211f5e1560763863792-Gini-and-Jony-Girls-Navy-Blue-Solid-Jacket-8921560763862756-1.jpg,Gini and Jony,5
P058,Sweet Dreams Men Navy Blue Solid Straight-Fit Trackpants,bottom,track-pants,Men,699,"['blue', 'navy']",['minimalist'],regular,"['casual', 'office']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/0ffce1b0-0a88-4ca2-8caa-e35161cfc44c1560397564626-1.jpg,Sweet Dreams,7
P059,Kazo Women Yellow Floral Print Shirt Dress,dress,dress,Women,1345,['yellow'],['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/d749c6f3-3f27-485b-a1ea-849d2cc6c7551560384009508-1.jpg,Kazo,5
P060,Gini and Jony Boys Red & Grey Melange Solid Varsity Jacket with Applique Detail,outerwear,jacket,Boys,649,"['grey', 'red']",['minimalist'],regular,"['casual', 'office']",http://assets.myntassets.com/assets/images/10003299/2019/6/17/dc8976cc-7d40-4c29-b6f0-2145d46b965e1560763759225-Gini-and-Jony-Boys-Red-Solid-Jacket-9641560763758545-1.jpg,Gini and Jony,3
P061,Parx Men Black & Red Slim Fit Checked Casual Shirt,top,shirt,Men,577,"['black', 'red']",['casual'],slim,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/4df6ffb1-293c-4d24-9620-60af8da033291560367800880-1.jpg,Parx,7
P062,ID Men Tan Brown Formal Leather Oxfords,footwear,oxfords,Men,1432,['brown'],['formal'],,"['business', 'interview', 'office']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/7e67a620-01a3-40d8-986e-0a8938eee7f21560389374980-1.jpg,ID,5
P063,Stylo Bug Girls Turquoise Blue A-Line Dress,dress,dress,Girls,698,['blue'],['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10002825/2021/3/5/c1857cc7-a93a-4ad0-bf83-959cab9e9f241614930523466StyloBugGirlsTurquoiseBlueA-LineDress1.jpg,Stylo Bug,6
P064,Tokyo Talkies Women Black & Red Floral Print Fit and Flare Dress,dress,dress,Women,499,"['black', 'red']",['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10015997/2020/3/18/d1cdfba5-17ae-45a9-9145-3be3f58d013a1584517127551-Tokyo-Talkies-Women-Black--Red-Fit-and-Flare-Dress-612158451-1.jpg,Tokyo Talkies,6
P065,Sera Women Black Printed Loose Fit Regular Shorts,bottom,shorts,Women,547,['black'],['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/dfbe13bc-1986-4955-a226-7f074a3fd9c61560416409690-1.jpg,Sera,7
P066,Gini and Jony Boys Black & Grey Embroidered Regular Fit Shorts,bottom,shorts,Boys,839,"['black', 'grey']",['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10003213/2019/6/17/a8f60887-b674-4b56-9305-9e52222fb7341560768515288-Gini-and-Jony-Boys-Shorts-5181560768514553-1.jpg,Gini and Jony,6
P067,ahilya Sterling Silver Statement Ring,accessory,ring,Women,3875,['silver'],['casual'],,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/1000745/2015/11/6/11446809646264-ahilya-Sterling-Silver-Statement-Ring-8341446809645953-1.jpg,ahilya,3
P068,SPYKAR Women Blue Alexa Super Skinny Fit High-Rise Clean Look Stretchable Cropped Jeans,bottom,jeans,Women,1214,['blue'],['minimalist'],slim,"['casual', 'office']",http://assets.myntassets.com/assets/images/10009685/2019/7/3/868f54ee-8dbb-4f6c-8985-246ed0c9b1481562153718049-SPYKAR-Women-Blue-Super-Skinny-Fit-High-Rise-Clean-Look-Stre-1.jpg,SPYKAR,6
P069,FIDO DIDO Men Grey & Black Printed Colourblocked Polo Collar T-shirt,top,t-shirt,Men,599,"['black', 'grey']",['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/03588e3b-d156-492d-a9d6-699865aae0401560402713715-1.jpg,FIDO DIDO,5
P070,Parx Men Pink Slim Fit Solid Casual Shirt,top,shirt,Men,739,['pink'],"['minimalist', 'casual']",slim,"['casual', 'college', 'office', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/8e2629ed-e3cb-4880-8c69-55bf3944c0021560405507169-1.jpg,Parx,3
P071,Parx Men Navy Blue Slim Fit Printed Casual Shirt,top,shirt,Men,739,"['blue', 'navy']",['casual'],slim,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/d7e29ee9-54eb-440b-bf4c-0bb316d993e01560379511121-1.jpg,Parx,7
P072,Sera Women White Self Design Top,top,top,Women,714,['white'],['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/6f5540bb-eeff-4a73-a243-3921c57161d11560406486038-1.jpg,Sera,5
P073,ID Men Grey Solid Thong Flip-Flops,footwear,flip-flops,Men,1685,['grey'],['minimalist'],,"['casual', 'office']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/978af6b6-aba7-4188-9b83-e194d85a6f721560372784816-1.jpg,ID,5
P074,DKNY Unisex Gold & White Printed Cabin Trolley Bag,bag,bag,Unisex,14400,"['gold', 'white']",['casual'],,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10017423/2020/3/6/997cc19f-1a3d-433b-84a6-74e157321add1583495719268DKNYUnisexGoldWhitePrintedCabinTrolleyBag1.jpg,DKNY,4
P075,Parx Men Khaki Slim Fit Solid Regular Trousers,bottom,trousers,Men,839,['khaki'],['minimalist'],slim,"['casual', 'office']",http://assets.myntassets.com/assets/images/productimage/2019/6/12/4573e791-b75d-48d3-8eec-abf8331ef3bf1560360257092-1.jpg,Parx,6
P076,Difference of Opinion Men Olive Green Printed Round Neck T-shirt,top,t-shirt,Men,499,"['green', 'olive']",['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10005937/2019/7/9/53f4178d-318f-45f7-a78a-ac2c22b32d7a1562667421224-Difference-of-Opinion-Men-Olive-Green-Printed-Round-Neck-T-s-1.jpg,Difference of Opinion,7
P077,ID Men Black Leather Formal Derbys,footwear,derbys,Men,1627,['black'],['formal'],,"['business', 'interview', 'office']",http://assets.myntassets.com/assets/images/10006069/2019/6/12/fd6ea188-fae8-4740-9f5c-141765d69c741560324867250-ID-Men-Black-Leather-Formal-Derbys-3001560324866288-1.jpg,ID,2
P078,GAS Women Navy Blue Regular Fit Mid-Rise Clean Look Stretchable Jeans,bottom,jeans,Women,3595,"['blue', 'navy']",['minimalist'],regular,"['casual', 'office']",http://assets.myntassets.com/assets/images/productimage/2019/6/11/0cd4d4aa-b24f-47c9-a7eb-4eaef4a556ba1560231153313-1.jpg,GAS,6
P079,HIGHLANDER Men Navy Blue & Grey Slim Fit Striped Regular Trousers,bottom,trousers,Men,1299,"['blue', 'grey', 'navy']",['casual'],slim,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/12/16b20bad-4fcd-4194-8c83-2fe65f9f1c681560314452504-1.jpg,HIGHLANDER,6
P080,WITH Men Black Slim Fit Solid Casual Shirt,top,shirt,Men,684,['black'],"['minimalist', 'casual']",slim,"['casual', 'college', 'office', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/12/53591c59-d239-46f1-a2c9-c56abaa0c2711560320752760-1.jpg,WITH,6
P081,SPYKAR Women White Alexa Super Skinny Fit High-Rise Clean Look Stretchable Ankle Jeans,bottom,jeans,Women,1999,['white'],['minimalist'],slim,"['casual', 'office']",http://assets.myntassets.com/assets/images/10009637/2019/7/4/609b84c4-8993-4f18-8e37-8a7297e131e21562241785132-SPYKAR-Women-White-Super-Skinny-Fit-High-Rise-Clean-Look-Str-1.jpg,SPYKAR,2
P082,ZUSH Plus Size Women Black Regular Fit Mid-Rise Clean Look Jeans,bottom,jeans,Women,1299,['black'],['minimalist'],regular,"['casual', 'office']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/01390e02-24d1-491c-9da3-a72c3f21d04b1560385426663-1.jpg,ZUSH,2
P083,DKNY Unisex Gold & White Printed Large Trolley Bag,bag,bag,Unisex,16225,"['gold', 'white']",['casual'],,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10017447/2020/3/6/1a800e49-240f-4049-8793-981933f105f21583495654217DKNYUnisexGoldWhitePrintedLargeTrolleyBag1.jpg,DKNY,6
P084,Campus Sutra Men Green & Navy Blue Regular Fit Checked Casual Shirt,top,shirt,Men,511,"['blue', 'green', 'navy']",['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10017013/2019/6/20/3fd58aea-575b-47c7-bfe6-dc405ac44ca61561028502824-Campus-Sutra-Men-Green--Navy-Blue-Regular-Fit-Checked-Casual-1.jpg,Campus Sutra,5
